324,Federal Way,Washington,92734,8.80%
884,Findlay,Ohio,41512,5.80%
378,Fishers,Indiana,83891,114.80%
913,Fitchburg,Massachusetts,40383,3.50%
495,Flagstaff,Arizona,68667,29.30%
297,Flint,Michigan,99763,-20.00%
922,Florence,Alabama,40059,10.20%
973,Florence,South Carolina,37792,19.80%
703,Florissant,Missouri,52363,-2.80%
496,Flower Mound,Texas,68609,32.50%
458,Folsom,California,73098,38.60%
857,Fond du Lac,Wisconsin,42970,1.70%
109,Fontana,California,203003,38.30%
160,Fort Collins,Colorado,152061,26.60%
139,Fort Lauderdale,Florida,172389,0.70%
501,Fort Myers,Florida,68190,31.20%
854,Fort Pierce,Florida,43074,6.90%
355,Fort Smith,Arkansas,87650,8.60%
76,Fort Wayne,Indiana,256496,1.00%
17,Fort Worth,Texas,792727,45.10%
640,Fountain Valley,California,56707,3.00%
494,Franklin,Tennessee,68886,48.50%
514,Frederick,Maryland,66893,25.90%
851,Freeport,New York,43167,-1.40%
97,Fremont,California,224922,10.00%
34,Fresno,California,509924,18.30%
980,Friendswood,Texas,37587,28.60%
186,Frisco,Texas,136791,287.70%
184,Fullerton,California,138981,9.80%
204,Gainesville,Florida,127488,12.80%
526,Gaithersburg,Maryland,65690,24.20%
765,Galveston,Texas,48733,-15.20%
135,Garden Grove,California,175140,5.80%
593,Gardena,California,59957,3.40%
88,Garland,Texas,234566,8.50%
417,Gary,Indiana,78450,-23.40%
457,Gastonia,North Carolina,73209,8.20%
666,Georgetown,Texas,54898,91.90%
942,Germantown,Tennessee,39375,4.10%
92,Gilbert,Arizona,229972,96.00%
712,Gilroy,California,51701,23.90%
87,Glendale,Arizona,234632,5.70%
121,Glendale,California,196021,0.30%
723,Glendora,California,51074,3.10%
819,Glenview,Illinois,45417,5.20%
462,Goodyear,Arizona,72864,271.00%
927,Goose Creek,South Carolina,39823,26.10%
665,Grand Forks,North Dakota,54932,11.50%
731,Grand Island,Nebraska,50550,16.00%
596,Grand Junction,Colorado,59778,30.90%
127,Grand Prairie,Texas,183372,43.10%
123,Grand Rapids,Michigan,192294,-2.80%
740,Grapevine,Texas,50195,17.60%
604,Great Falls,Montana,59351,3.90%
308,Greeley,Colorado,96539,23.10%
272,Green Bay,Wisconsin,104779,1.90%
955,Greenacres,Florida,38696,35.50%
993,Greenfield,Wisconsin,37159,4.80%
68,Greensboro,North Carolina,279639,22.30%
347,Greenville,North Carolina,89130,41.90%
573,Greenville,South Carolina,61397,8.20%
684,Greenwood,Indiana,53665,46.00%
254,Gresham,Oregon,109397,20.70%
984,Grove City,Ohio,37490,35.60%
476,Gulfport,Mississippi,71012,-0.60%
834,Hackensack,New Jersey,44113,2.90%
906,Hagerstown,Maryland,40612,10.40%
957,Hallandale Beach,Florida,38632,12.40%
843,Haltom City,Texas,43580,11.40%
561,Hamilton,Ohio,62258,2.70%
410,Hammond,Indiana,78967,-4.60%
187,Hampton,Virginia,136699,-6.60%
670,Hanford,California,54686,30.30%
961,Hanover Park,Illinois,38510,0.60%
527,Harlingen,Texas,65665,11.60%
759,Harrisburg,Pennsylvania,49188,0.60%
719,Harrisonburg,Virginia,51395,27.10%
212,Hartford,Connecticut,125017,0.60%
785,Hattiesburg,Mississippi,47556,3.10%
564,Haverhill,Massachusetts,62088,5.00%
364,Hawthorne,California,86199,2.30%
161,Hayward,California,151574,7.50%
395,Hemet,California,81750,37.60%
658,Hempstead,New York,55361,4.00%
71,Henderson,Nevada,270811,51.00%
680,Hendersonville,Tennessee,54068,31.70%
327,Hesperia,California,92147,46.10%
89,Hialeah,Florida,233394,3.20%
915,Hickory,North Carolina,40361,7.00%
260,High Point,North Carolina,107741,24.30%
675,Highland,California,54291,21.00%
303,Hillsboro,Oregon,97368,36.40%
938,Hilton Head Island,South Carolina,39412,16.00%
697,Hoboken,New Jersey,52575,35.80%
702,Hoffman Estates,Illinois,52398,5.40%
174,Hollywood,Florida,146526,4.80%
920,Holyoke,Massachusetts,40249,0.90%
542,Homestead,Florida,64079,100.70%
54,Honolulu,Hawaii,347884,-6.20%
376,Hoover,Alabama,84126,32.70%
4,Houston,Texas,2195914,11.00%
967,Huber Heights,Ohio,38142,-0.20%
733,Huntersville,North Carolina,50458,92.90%
760,Huntington,West Virginia,49177,-5.00%
117,Huntington Beach,California,197575,3.90%
612,Huntington Park,California,58879,-4.10%
126,Huntsville,Alabama,186254,16.30%
928,Huntsville,Texas,39795,13.20%
962,Hurst,Texas,38448,5.80%
874,Hutchinson,Kansas,41889,0.10%
620,Idaho Falls,Idaho,58292,14.00%
227,Independence,Missouri,117240,3.20%
12,Indianapolis,Indiana,843393,7.80%
382,Indio,California,83539,66.00%
242,Inglewood,California,111542,-1.00%
468,Iowa City,Iowa,71591,13.80%
85,Irvine,California,236716,61.30%
94,Irving,Texas,228653,19.10%
138,Jackson,Mississippi,172638,-6.80%
505,Jackson,Tennessee,67685,12.90%
13,Jacksonville,Florida,842583,14.30%
493,Jacksonville,North Carolina,69079,5.00%
545,Janesville,Wisconsin,63820,5.60%
847,Jefferson City,Missouri,43330,6.70%
809,Jeffersonville,Indiana,45929,53.30%
74,Jersey City,New Jersey,257342,7.20%
389,Johns Creek,Georgia,82788,36.50%
535,Johnson City,Tennessee,65123,16.20%
169,Joliet,Illinois,147806,36.50%
469,Jonesboro,Arkansas,71551,28.30%
726,Joplin,Missouri,50789,11.20%
619,Jupiter,Florida,58298,46.20%
300,Jurupa Valley,California,98030,0%
440,Kalamazoo,Michigan,75548,-1.90%
830,Kannapolis,North Carolina,44359,18.60%
37,Kansas City,Missouri,467007,5.50%
168,Kansas City,Kansas,148483,1.10%
882,Kearny,New Jersey,41664,2.80%
997,Keizer,Oregon,37064,14.40%
860,Keller,Texas,42907,53.30%
512,Kenner,Louisiana,66975,-4.80%
432,Kennewick,Washington,76762,29.10%
294,Kenosha,Wisconsin,99889,9.50%
213,Kent,Washington,124435,54.30%
737,Kentwood,Michigan,50233,10.50%
651,Kettering,Ohio,55870,-3.10%
185,Killeen,Texas,137147,52.10%
694,Kingsport,Tennessee,52962,16.70%
373,Kirkland,Washington,84430,87.50%
534,Kissimmee,Florida,65173,32.60%
128,Knoxville,Tennessee,183270,3.90%
635,Kokomo,Indiana,56895,21.30%
716,La Crosse,Wisconsin,51522,-0.80%
569,La Habra,California,61653,3.60%
613,La Mesa,California,58642,6.90%
761,La Mirada,California,49133,4.60%
911,La Puente,California,40435,-1.60%
943,La Quinta,California,39331,59.90%
824,Lacey,Washington,44919,41.70%
214,Lafayette,Louisiana,124276,11.00%
481,Lafayette,Indiana,70373,14.50%
539,Laguna Niguel,California,64652,2.80%
452,Lake Charles,Louisiana,74024,3.00%
628,Lake Elsinore,California,57525,96.50%
408,Lake Forest,California,79312,4.20%
695,Lake Havasu City,Arizona,52844,24.60%
979,Lake Oswego,Oregon,37610,5.30%
289,Lakeland,Florida,100710,18.30%
616,Lakeville,Minnesota,58562,34.30%
173,Lakewood,Colorado,147214,1.90%
399,Lakewood,California,81121,2.10%
607,Lakewood,Washington,59097,1.10%
722,Lakewood,Ohio,51143,-9.40%
153,Lancaster,California,159523,33.80%
605,Lancaster,Pennsylvania,59325,4.50%
944,Lancaster,Ohio,39325,10.70%
968,Lancaster,Texas,38071,46.40%
236,Lansing,Michigan,113972,-4.40%
80,Laredo,Texas,248142,38.20%
418,Largo,Florida,78409,5.10%
285,Las Cruces,New Mexico,101324,37.60%
30,Las Vegas,Nevada,603488,24.50%
488,Lauderhill,Florida,69813,4.20%
338,Lawrence,Kansas,90811,12.70%
426,Lawrence,Massachusetts,77657,7.50%
794,Lawrence,Indiana,47135,20.50%
304,Lawton,Oklahoma,97151,4.90%
480,Layton,Utah,70790,20.20%
337,League City,Texas,90983,98.30%
323,Lee's Summit,Missouri,93184,31.20%
783,Leesburg,Virginia,47673,66.00%
673,Lehi,Utah,54382,176.30%
735,Lenexa,Kansas,50344,24.60%
891,Leominster,Massachusetts,41002,-1.10%
287,Lewisville,Texas,101074,28.90%
61,Lexington-Fayette,Kentucky,308428,18.00%
963,Lima,Ohio,38355,-8.10%
72,Lincoln,Nebraska,268738,18.00%
822,Lincoln,California,45237,285.20%
988,Lincoln Park,Michigan,37313,-6.70%
886,Linden,New Jersey,41301,4.70%
118,Little Rock,Arkansas,197357,7.60%
832,Littleton,Colorado,44275,9.40%
370,Livermore,California,85156,15.10%
314,Livonia,Michigan,95208,-5.40%
550,Lodi,California,63338,10.10%
764,Logan,Utah,48913,14.50%
838,Lombard,Illinois,43907,2.90%
844,Lompoc,California,43509,5.50%
36,Long Beach,California,469428,1.50%
344,Longmont,Colorado,89919,24.40%
396,Longview,Texas,81443,11.60%
548,Lorain,Ohio,63710,-7.20%
2,Los Angeles,California,3884307,4.80%
28,Louisville/Jefferson County,Kentucky,609893,10.00%
472,Loveland,Colorado,71334,37.40%
257,Lowell,Massachusetts,108861,3.40%
84,Lubbock,Texas,239538,19.60%
423,Lynchburg,Virginia,78014,19.50%
333,Lynn,Massachusetts,91589,2.60%
471,Lynwood,California,71371,2.00%
343,Macon,Georgia,89981,-7.30%
554,Madera,California,63105,44.40%
83,Madison,Wisconsin,243344,15.80%
811,Madison,Alabama,45799,53.70%
585,Malden,Massachusetts,60509,7.40%
880,Manassas,Virginia,41705,19.50%
248,Manchester,New Hampshire,110378,2.90%
647,Manhattan,Kansas,56143,22.80%
905,Mankato,Minnesota,40641,24.70%
581,Mansfield,Texas,60872,114.20%
799,Mansfield,Ohio,46454,-10.10%
467,Manteca,California,71948,42.70%
531,Maple Grove,Minnesota,65415,27.30%
930,Maplewood,Minnesota,39765,12.30%
964,Marana,Arizona,38290,166.20%
656,Margate,Florida,55456,2.70%
817,Maricopa,Arizona,45508,2503.40%
608,Marietta,Georgia,59089,-3.80%
937,Marlborough,Massachusetts,39414,7.60%
992,Martinez,California,37165,3.40%
552,Marysville,Washington,63269,115.70%
188,McAllen,Texas,136639,27.60%
167,McKinney,Texas,148559,165.30%
425,Medford,Oregon,77677,17.10%
632,Medford,Massachusetts,57170,2.70%
428,Melbourne,Florida,77508,5.90%
20,Memphis,Tennessee,653450,-5.30%
384,Menifee,California,83447,95.00%
796,Mentor,Ohio,46979,-6.60%
400,Merced,California,81102,25.40%
586,Meriden,Connecticut,60456,3.70%
381,Meridian,Idaho,83596,127.60%
896,Meridian,Mississippi,40921,-0.90%
38,Mesa,Arizona,457587,13.50%
178,Mesquite,Texas,143484,14.70%
773,Methuen,Massachusetts,48514,10.30%
44,Miami,Florida,417650,14.90%
336,Miami Beach,Florida,91026,3.30%
243,Miami Gardens,Florida,111378,10.50%
767,Middletown,Ohio,48630,-5.70%
791,Middletown,Connecticut,47333,3.60%
215,Midland,Texas,123933,30.40%
872,Midland,Michigan,42181,0.90%
639,Midwest City,Oklahoma,56756,4.50%
713,Milford,Connecticut,51644,1.80%
489,Milpitas,California,69783,11.00%
31,Milwaukee,Wisconsin,599164,0.30%
46,Minneapolis,Minnesota,400070,4.50%
720,Minnetonka,Minnesota,51368,0.40%
803,Minot,North Dakota,46321,26.60%
196,Miramar,Florida,130288,74.70%
778,Mishawaka,Indiana,47989,2.00%
401,Mission,Texas,81050,74.50%
309,Mission Viejo,California,96346,2.90%
491,Missoula,Montana,69122,19.70%
485,Missouri City,Texas,70185,31.10%
122,Mobile,Alabama,194899,-1.90%
105,Modesto,California,204933,7.70%
852,Moline,Illinois,43116,-1.90%
749,Monroe,Louisiana,49761,-6.10%
995,Monrovia,California,37101,0.20%
969,Montclair,California,38027,12.10%
549,Montebello,California,63495,2.00%
577,Monterey Park,California,61085,1.50%
111,Montgomery,Alabama,201332,-0.10%
618,Moore,Oklahoma,58414,41.50%
939,Moorhead,Minnesota,39398,21.30%
112,Moreno Valley,California,201175,40.40%
900,Morgan Hill,California,40836,19.50%
446,Mount Pleasant,South Carolina,74885,53.20%
669,Mount Prospect,Illinois,54771,-2.50%
500,Mount Vernon,New York,68224,-0.20%
424,Mountain View,California,77846,10.10%
483,Muncie,Indiana,70316,-0.70%
228,Murfreesboro,Tennessee,117044,65.10%
768,Murray,Utah,48612,6.60%
263,Murrieta,California,107479,107.40%
990,Muskegon,Michigan,37213,-7.10%
952,Muskogee,Oklahoma,38863,-0.70%
361,Nampa,Idaho,86518,57.90%
409,Napa,California,79068,8.40%
176,Naperville,Illinois,144864,12.00%
358,Nashua,New Hampshire,87137,0.40%
25,Nashville-Davidson,Tennessee,634464,16.20%
595,National City,California,59834,10.10%
315,New Bedford,Massachusetts,95078,1.20%
926,New Berlin,Wisconsin,39834,3.60%
551,New Braunfels,Texas,63279,64.00%
461,New Britain,Connecticut,72939,1.90%
652,New Brunswick,New Jersey,55831,15.50%
195,New Haven,Connecticut,130660,5.50%
51,New Orleans,Louisiana,378715,-21.60%
407,New Rochelle,New York,79446,9.90%
1,New York,New York,8405837,4.80%
69,Newark,New Jersey,278427,2.10%
781,Newark,Ohio,47777,3.10%
835,Newark,California,44096,3.30%
356,Newport Beach,California,87273,10.40%
130,Newport News,Virginia,182020,0.90%
351,Newton,Massachusetts,87971,4.90%
754,Niagara Falls,New York,49468,-10.80%
644,Noblesville,Indiana,56540,88.10%
81,Norfolk,Virginia,246139,5.00%
671,Normal,Illinois,54664,19.70%
225,Norman,Oklahoma,118197,22.00%
277,North Charleston,South Carolina,104054,27.40%
96,North Las Vegas,Nevada,226877,92.20%
864,North Lauderdale,Florida,42757,10.80%
524,North Little Rock,Arkansas,66075,9.00%
580,North Miami,Florida,61007,2.00%
850,North Miami Beach,Florida,43250,3.60%
606,North Port,Florida,59212,154.60%
509,North Richland Hills,Texas,67317,20.20%
982,Northglenn,Colorado,37499,15.50%
267,Norwalk,California,106589,1.90%
354,Norwalk,Connecticut,87776,5.60%
917,Norwich,Connecticut,40347,11.60%
676,Novato,California,54194,13.30%
624,Novi,Michigan,57960,22.00%
388,O'Fallon,Missouri,82809,62.60%
633,Oak Lawn,Illinois,57073,3.30%
707,Oak Park,Illinois,52066,-0.80%
45,Oakland,California,406253,1.30%
849,Oakland Park,Florida,43286,2.70%
966,Oakley,California,38194,47.70%
629,Ocala,Florida,57468,20.80%
137,Oceanside,California,172794,6.60%
947,Ocoee,Florida,39172,57.90%
247,Odessa,Texas,110720,22.30%
375,Ogden,Utah,84249,8.60%
27,Oklahoma City,Oklahoma,610613,20.20%
193,Olathe,Kansas,131885,40.40%
776,Olympia,Washington,48338,12.10%
42,Omaha,Nebraska,434353,5.90%
144,Ontario,California,167500,5.50%
182,Orange,California,139969,7.70%
332,Orem,Utah,91648,8.50%
614,Orland Park,Illinois,58590,13.90%
77,Orlando,Florida,255483,31.20%
956,Ormond Beach,Florida,38661,5.80%
883,Oro Valley,Arizona,41627,27.00%
515,Oshkosh,Wisconsin,66778,5.30%
132,Overland Park,Kansas,181260,19.40%
617,Owensboro,Kentucky,58416,7.70%
108,Oxnard,California,203007,18.20%
960,Pacifica,California,38606,0.50%
490,Palatine,Illinois,69350,4.50%
270,Palm Bay,Florida,104898,31.70%
728,Palm Beach Gardens,Florida,50699,39.60%
415,Palm Coast,Florida,78740,137.20%
732,Palm Desert,California,50508,13.20%
804,Palm Springs,California,46281,7.70%
156,Palmdale,California,157161,33.70%
517,Palo Alto,California,66642,13.70%
1000,Panama City,Florida,36877,0.10%
664,Paramount,California,54980,-0.70%
972,Park Ridge,Illinois,37839,0.10%
770,Parker,Colorado,48608,96.40%
406,Parma,Ohio,80429,-5.90%
